ENG	FR	eng_stem	fr_stem	ratio_similarity
privatisation	privatisation	privatis	privatis	100
probation	probation	probat	probat	100
proclamation	proclamation	proclam	proclam	100
procrastination	procrastination	procrastin	procrastin	100
procreation	procreation	procreat	procreat	88
production	production	product	product	100
profanation	profanation	profan	profan	100
professionalisation	professionnalisation	professionalis	professionnalis	97
prognostication	pronostic	prognost	pronostic	82
prohibition	interdiction	prohibit	interdict	35
projection	projection	project	project	100
proletarianisation	proletarisation	proletarianis	proletaris	78
proliferation	proliferation	prolifer	prolifer	100
prolongation	prolongement	prolong	prolong	100
promotion	promotion	promot	promot	100
promulgation	promulgation	promulg	promulg	100
pronunciation	prononciation	pronunci	prononci	88
propagation	propagation	propag	propag	100
propitiation	propitiation	propiti	propiti	100
proportion	proportion	proport	proport	100
proposition	proposition	proposit	proposit	100
proscription	proscription	proscript	proscript	100
prosecution	poursuite	prosecut	poursuit	62
prostitution	la prostitution	prostitut	la prostitu	80
prostration	prostration	prostrat	prostrat	100
protection	protection	protect	protect	100
protestation	protestation	protest	protest	100
provocation	provocation	provoc	provoc	100
publication	publication	public	publiqu	77
pulsation	pulsation	pulsat	pulsat	100
pulverisation	pulverisation	pulveris	pulveris	88
punctuation	ponctuation	punctuat	ponctuat	88
purification	purification	purif	purif	100
putrefaction	putrefaction	putrefact	putrefact	89
qualification	qualification	qualif	qualif	100
quantification	quantification	quantif	quantif	100
quantisation	quantification	quantis	quantif	86
question	question	question	question	100
quotation	devis	quotat	dev	0
radiation	radiation	radiat	radiat	100
ramification	ramification	ramif	ramif	100
randomisation	randomisation	randomis	randomis	100
rarefaction	rarefaction	rarefact	rarefact	88
ratification	ratification	ratif	ratif	100
ratiocination	ratiocination	ratiocin	ratiocin	100
ration	ration	ration	ration	100
rationalisation	rationalisation	rationalis	rationalis	100
reabsorption	reabsorption	reabsorpt	reabsorpt	89
reacquisition	reacquisition	reacquisit	reacquisit	90
reaction	reaction	reaction	reaction	88
reactivation	reactivation	reactiv	reactiv	86
reaffirmation	reaffirmation	reaffirm	reaffirm	88
reafforestation	reboisement	reafforest	rebois	50
realisation	la concretisation	realis	la concretis	33
reallocation	reaffectation	realloc	reaffect	40
reassertion	reaffirmation	reassert	reaffirm	38
recalculation	recalcul	recalcul	recalcul	100
recalibration	recalibrage	recalibr	recalibrag	89
recantation	abjuration	recant	abjur	18
recapitalisation	recapitalisation	recapitalis	recapitalis	100
recapitulation	recapitulation	recapitul	recapitul	89
reception	accueil	recept	accueil	15
reciprocation	reciprocite	reciproc	reciproc	88
recirculation	recirculation	recircul	recircul	100
recitation	recitation	recit	recit	80
reclamation	reclamation	reclam	reclam	83
reclassification	reclassement	reclassif	reclass	88
recognition	reconnaissance	recognit	reconnaiss	67
recollection	souvenir	recollect	souven	13
recombination	recombinaison	recombin	recombinaison	76
recommendation	recommandation	recommend	recommand	89
recompilation	recompilation	recompil	recompil	100
reconciliation	reconciliation	reconcili	reconcili	89
reconfiguration	reconfiguration	reconfigur	reconfigur	100
reconnection	reconnexion	reconnect	reconnexion	70
reconsideration	reexamen	reconsider	reexamen	33
reconstitution	reconstitution	reconstitut	reconstitu	95
reconstruction	reconstruction	reconstruct	reconstruct	100
recreation	des loisirs	recreat	des loisir	12
recrimination	recrimination	recrimin	recrimin	88
recrystallisation	recristallisation	recrystallis	recristallis	92
rectification	rectification	rectif	rectif	100
recuperation	recuperation	recuper	recuper	86
redaction	redaction	redact	redact	83
redeclaration	redeclaration	redeclar	redeclar	88
redecoration	redecoration	redecor	redecor	86
rededication	nouvelle consecration	reded	nouvelle consecr	10
redefinition	redefinition	redefinit	redefinit	89
redemption	rachat	redempt	rachat	31
redeposition	redeposition	redeposit	redeposit	89
redirection	redirection	redirect	redirect	100
redistribution	redistribution	redistribut	redistribu	95
reduction	reduction	reduct	reduct	83
reflation	relance	reflat	relanc	67
reflection	reflexion	reflect	reflexion	50
reforestation	reboisement	reforest	rebois	57
reformation	reformation	reform	reform	83
reformulation	reformulation	reformul	reformul	100
refraction	refraction	refract	refract	86
refrigeration	refrigeration	refriger	refriger	88
refutation	refutation	refut	refut	80
regeneration	regeneration	regener	regener	71
regimentation	reglementation	regiment	reglement	71
regionalisation	regionalisation	regionalis	regionalis	90
registration	enregistrement	registr	enregistr	88
regularisation	regularisation	regularis	regularis	89
regulation	regulation	regul	regul	80
regurgitation	regurgitation	regurgit	regurgit	88
rehabilitation	rehabilitation	rehabilit	rehabilit	89
reification	reification	reific	reifiqu	62
reimplementation	reimplementation	reimplement	reimplement	82
reincarnation	reincarnation	reincarn	reincarn	88
reinfection	reinfection	reinfect	reinfect	88
reinitialisation	reinitialisation	reinitialis	reinitialis	91
reintegration	reintegration	reintegr	reintegr	88
reinterpretation	reinterpretation	reinterpret	reinterpret	91
reintroduction	reintroduction	reintroduct	reintroduct	91
reinvention	reinvention	reinvent	reinvent	88
reinvestigation	nouvelle enquete	reinvestig	nouvelle enquet	32
reiteration	reiteration	reiter	reiter	83
rejection	rejet	reject	rejet	91
rejuvenation	rajeunissement	rejuven	rajeun	62
relation	relation	relat	relat	100
relaxation	relaxation	relax	relax	100
relegation	relegation	releg	releg	100
relocation	demenagement	reloc	demenag	0
remonstration	remontrance	remonstr	remontr	93
remuneration	remuneration	remuner	remuner	86
rendition	interpretation	rendit	interpret	40
renegotiation	renegociation	renegoti	renegoci	75
renormalisation	renormalisation	renormalis	renormalis	100
renovation	renovation	renov	renov	80
renunciation	renonciation	renunci	renonci	86
reoccupation	reoccupation	reoccup	reoccup	86
reorganisation	reorganisation	reorganis	reorganis	89
reorientation	reorientation	reorient	reorient	88
reparation	reparation	repar	repar	80
repartition	repartition	repartit	repartit	88
repatriation	rapatriement	repatri	rapatri	86
repetition	repetition	repetit	repetit	71
replication	replication	replic	repliqu	62
reposition	repositionner	reposit	reposition	82
representation	representation	represent	represent	89
reproduction	la reproduction	reproduct	la reproduct	86
republication	republication	republ	republ	100
repudiation	repudiation	repudi	repudi	83
reputation	reputation	reput	reput	80
requisition	requisition	requisit	requisit	88
reregistration	reinscription	reregistr	reinscript	42
reselection	reselection	reselect	reselect	88
reservation	reservation	reserv	reserv	83
resignation	demission	resign	demiss	17
resolution	resolution	resolut	resolu	77
respiration	respiration	respir	respir	100
restitution	restitution	restitut	restitu	93
restoration	restauration	restor	restaur	77
restriction	restriction	restrict	restrict	100
resumption	reprise	resumpt	repris	46
resurrection	resurrection	resurrect	resurrect	89
resuscitation	reanimation	resuscit	reanim	29
retaliation	represailles	retali	represaill	50
retardation	retardement	retard	retard	100
retention	retention	retent	retent	83
reticulation	reticulation	reticul	reticul	86
retraction	retraction	retract	retract	86
retribution	châtiment	retribut	chât	17
retrospection	retrospection	retrospect	retrospect	90
reunification	reunification	reunif	reunif	83
revaluation	reevaluation	revalu	reevalu	77
revelation	revelation	revel	revel	80
reverberation	reverberation	reverber	reverber	88
revitalisation	revitalisation	revitalis	revitalis	100
revocation	revocation	revoc	revoc	80
revolution	revolution	revolut	revolu	77
rotation	rotation	rotat	rotat	100
ruction	ruction	ruction	ruction	100
ruination	ruine	ruinat	ruin	80
rumination	rumination	rumin	rumin	100
salivation	salivation	saliv	saliv	100
salutation	salutation	salut	salut	100
salvation	salut	salvat	salut	73
sanctification	sanctification	sanctif	sanctif	100
sanction	sanction	sanction	sanction	100
sanitation	assainissement	sanit	assain	55
satiation	satiete	satiat	satiet	83
satisfaction	la satisfaction	satisfact	la satisfact	86
saturation	saturation	satur	satur	100
scintillation	scintillation	scintil	scintill	93
secretion	secretion	secret	secret	83
section	section	section	section	100
secularisation	secularisation	secularis	secularis	89
sedation	sedation	sedat	sedat	80
sedimentation	sedimentation	sediment	sediment	88
sedition	sedition	sedit	sedit	80
seduction	seduction	seduct	seduct	83
segmentation	segmentation	segment	segment	100
segregation	segregation	segreg	segreg	83
selection	selection	select	select	83
selfdestruction	auto destruction	selfdestruct	auto destruct	64
sensation	sensation	sensat	sensat	100
sensitisation	sensibilisation	sensitis	sensibilis	78
separation	separation	separ	separ	80
sequestration	sequestration	sequestr	sequestr	88
serialisation	serialisation	serialis	serialis	88
signification	signification	signif	signif	100
simplification	simplification	simplif	simplif	100
simulation	simulation	simul	simul	100
singularisation	singularisation	singularis	singularis	100
situation	situation	situat	situat	100
socialisation	socialisation	socialis	socialis	100
solicitation	sollicitation	solicit	sollicit	93
solidification	solidification	solidif	solidif	100
solution	solution	solut	solut	100
sophistication	sophistication	sophist	sophist	100
specialisation	specialisation	specialis	specialis	89
speciation	speciation	speciat	speciat	86
specification	specification	specif	specif	83
speculation	speculation	specul	specul	83
stabilisation	stabilisation	stabilis	stabilis	100
stagflation	stagflation	stagflat	stagflat	100
stagnation	stagnation	stagnat	stagnat	100
standardisation	standardisation	standardis	standardis	100
starvation	famine	starvat	famin	17
station	gare	station	gar	20
sterilisation	sterilisation	sterilis	sterilis	88
stigmatisation	stigmatisation	stigmatis	stigmatis	100
stimulation	stimulation	stimul	stimul	100
stipulation	stipulation	stipul	stipul	100
strangulation	etranglement	strangul	etrangl	80
stratification	stratification	stratif	stratif	100
striation	striation	striation	striation	100
stupefaction	stupefaction	stupefact	stupefact	89
stylisation	stylisation	stylis	stylis	100
subduction	subduction	subduct	subduct	100
subjection	sujetion	subject	sujet	83
subjugation	assujettissement	subjug	assujet	46
sublimation	sublimation	sublim	sublim	100
subordination	subordination	subordin	subordin	100
subscription	abonnement	subscript	abon	15
subsection	sous-section	subsect	sous-sect	75
substantiation	justification	substanti	justif	53
substation	sous-station	substat	sous-stat	75
substitution	substitution	substitut	substitu	94
subtraction	soustraction	subtract	soustract	82
suburbanisation	suburbanisation	suburbanis	suburbanis	100
subvention	subvention	subvent	subvent	100
suction	succion	suction	succion	86
suffocation	suffocation	suffoc	suffoc	100
suggestion	suggestion	suggest	suggest	100
summation	addition	summat	addit	36
superannuation	retraite	superannu	retrait	38
superimposition	superposition	superimposit	superposit	91
superposition	superposition	superposit	superposit	100
supersaturation	sursaturation	supersatur	sursatur	89
